+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                        ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; demosys_inst|nios2_gen2_0                                                                                                                                                                                                                    ; 149   ; 2              ; 0            ; 2              ; 131    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:31:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:31:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:30:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:30:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:29:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:29:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:28:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:28:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:27:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:27:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:26:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:26:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:25:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:25:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:24:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:24:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:23:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:23:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:22:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:22:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:21:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:21:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:20:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:20:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:19:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:19:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:18:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:18:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:17:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:17:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:16:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:16:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:15:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:15:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:14:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:14:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:13:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:13:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:12:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:12:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:11:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:11:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:10:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:10:iobuf_inst                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:9:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:9:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:8:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:8:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:7:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:7:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:6:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:6:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:5:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:5:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:4:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:4:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:3:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:3:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:2:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:2:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:1:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:1:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:0:iobuf_inst|IOBUF_iobuf_bidir_30p_component                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dataQ:0:iobuf_inst                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:3:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:3:obuf_inst                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:2:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:2:obuf_inst                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:1:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:1:obuf_inst                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:0:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\dqm:0:obuf_inst                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|we_buf_inst|OBUF_iobuf_out_40t_component                                                                                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|we_buf_inst                                                                                                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|cas_buf_inst|OBUF_iobuf_out_40t_component                                                                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|cas_buf_inst                                                                                                                                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|ras_buf_inst|OBUF_iobuf_out_40t_component                                                                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|ras_buf_inst                                                                                                                                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|cs_buf_inst|OBUF_iobuf_out_40t_component                                                                                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|cs_buf_inst                                                                                                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:12:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:12:obuf_inst                                                                                                                               ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:11:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:11:obuf_inst                                                                                                                               ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:10:obuf_inst|OBUF_iobuf_out_40t_component                                                                                                  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; demosys_inst|edac_sdram_controller_0|avs_interface_inst|sdram_ctrl_tmr_inst|sdram_ctrl_inst|\addr:10:obuf_inst                                                                                                                               ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
